,name,address,budget,genre
299,赤羽のざきや はなれ,東京都北区赤羽１-17-4２F,B003,G001
300,赤バル RETZE レッツェ 赤羽店,東京都北区赤羽１-12-4　1F,B002,G006
301,赤バル RETZE 池袋店,東京都豊島区西池袋３-31-15 1F,B002,G006
302,赤ひょうたん,東京都中野区中野５‐３６‐５　ＡＫビル1Ｆ,B001,G001
303,赤ふじ,東京都港区麻布十番２-17-3 麻布プレイス１F,B012,G005
304,赤札屋 赤坂店,東京都港区赤坂３-15-1ＫＭビル１Ｆ,B002,G001
305,赤札屋 大森店,東京都大田区大森北１-11-4サンライド1Ｆ,B002,G001
306,赤札屋 新橋店,東京都港区新橋２-15-3,B002,G001
307,赤札屋　武蔵小金井店,東京都小金井市本町６-14-28,B002,G001
308,居酒屋 赤札屋 六本木店,東京都港区六本木５-8-2  HEIBON六本木ビル 1階,B002,G001
309,朱舟,東京都港区新橋２-16-1 ニュー新橋ビルB1F,B002,G001
310,魚菜酒 赤兵衛 綾瀬東口店,東京都葛飾区小菅４-11-8　ハイコーポ綾瀬2F,B002,G001
311,アカベコ,東京都目黒区上目黒２丁目12-3,B008,G001
312,田園調布 赤松,東京都大田区田園調布本町５７‐１６,B004,G004
313,あか豆,東京都品川区東五反田１－１６－１　小沼ビル１Ｆ,B008,G004
314,あかまる 赤○ 北千住,東京都足立区千住２－６５－４,B002,G009
315,麺酎房 赤まる 虎ノ門店,東京都港区虎ノ門１-13-4　宝寿会館ビル　1F,B003,G001
316,赤丸ヂンギス,東京都新宿区荒木町７‐１１　安藤ビル１Ｆ,B004,G008
317,赤まんま 目黒,東京都品川区上大崎２－２５－５　久米ビルＢ１Ｆ,B003,G001
318,個室焼肉 1700 イチナナマルマル 秋葉原店,東京都千代田区神田佐久間町１－１５　川初ビル６階,B004,G008
319,赤身焼肉 あかつき 吉祥寺,東京都武蔵野市吉祥寺本町１-30-16　加藤ビルB1A,B004,G008
320,赤身焼肉 あかつき 高円寺店,東京都杉並区高円寺北３-22-11 三貴丸ビル3　　2F,B004,G008
321,立川 akari アカリ カフェ,東京都立川市曙町２‐４２‐２３アーバンライフ立川,B001,G014
322,灯,東京都板橋区志村１‐１２‐２１,B003,G001
323,アガリコ 餃子楼 新橋店,東京都港区新橋４-11-5 1F,B002,G007
324,アガリコ餃子楼,東京都足立区千住１-３９-１２　桐谷ビル1Ｆ,B001,G012
325,アガリコ餃子楼 阿佐ヶ谷店,東京都杉並区阿佐谷南２-17-5,B002,G007
326,アガリコ餃子楼 池袋店,東京都豊島区池袋２-19-9 東仙荘1階アガリコ餃子楼,B003,G001
327,アガリコ餃子楼 大塚店,東京都豊島区北大塚２－２８－４,B002,G007
328,アガリコ餃子楼 小田急ハルク店,東京都新宿区西新宿１-5-1 小田急ハルク　ハルチカB3F,B002,G007
329,アガリコ餃子楼 立川店,東京都立川市柴崎町２-2-3 新井ビル　1F/2F,B002,G001
330,アガリコ餃子楼 練馬店,東京都練馬区豊玉北５-15-7,B002,G007
331,灯り家 あかりや 日本橋店,東京都中央区日本橋小舟町１１‐７ダイセンビル１Ｆ,B008,G001
332,赤レンガ個室ビストロ RENGARO レンガロ 町田店,東京都町田市森野１-39-1 5F,B003,G001
333,炭火焼肉 秋,東京都武蔵野市境２‐２‐２２,B008,G008
334,男鹿半島 門前仲町,東京都江東区牡丹３-5-1,B006,G004
335,なまはげ 銀座,東京都中央区銀座８－５－６　中島商事ビル９Ｆ,B004,G001
336,あきた美彩館ダイニング,東京都港区高輪４‐１０‐８　京急第７ビル　ウィング高輪ＷＥＳＴ‐３ １Ｆ,B008,G001
337,秋田料理 五城目,東京都新宿区下落合３-15-25,B004,G004
338,男鹿半島 住吉店,東京都江東区住吉２-7-16,B008,G004
339,アキッチョ デシカ,東京都杉並区方南２－４－３０,B002,G006
340,アキッチョ 笹塚店,東京都渋谷区笹塚２-10-6 今井ビル103,B002,G006
341,春夏冬家,東京都板橋区板橋１－46－2,B002,G001
342,安芸の膳,東京都墨田区錦糸１-4-6,B004,G002
343,秋葉苑,東京都千代田区神田佐久間町３-1-1秋葉原CHビル1F,B003,G008
344,秋葉原 500バル,東京都千代田区神田佐久間町２－8ー1,B002,G002
345,秋葉原 肉寿司,東京都千代田区神田練塀町3　富士ソフト秋葉原ビル　1F,B002,G001
346,秋葉原 真澄酒蔵,東京都千代田区神田佐久間町３-21-5,B002,G001
347,秋葉原 MIA,東京都千代田区神田須田町２-19-36 ＴＨビル,B008,G011
348,炭の魂,東京都千代田区外神田３-1-3,B003,G004
349,アジアンバル アイキッチン 秋葉原店,東京都千代田区外神田６-6-3　林ビル1F,B001,G001
350,秋葉原駅前Spacio,東京都千代田区外神田４-14-1,B002,G011
351,秋葉原漁港 個室居酒屋 黒潮 秋葉原本店,東京都千代田区神田佐久間町２-13-27　B1,B003,G001
352,秋葉原旅食ダイニング ジャーニー×ジャーニー,東京都台東区台東１-13-9,B008,G002
353,秋葉原和堂,東京都千代田区外神田６-14-2  サカイ末広ビル地下1階,B011,G014
354,おいで屋 秋葉原ホルモン,東京都千代田区外神田１-13-3　zigzag 7階,B003,G008
355,秋葉原メンゲキ酒場,東京都千代田区外神田４-14-1 秋葉原UDX2階,B001,G001
356,秋葉原ワシントンホテル ボンサルーテ カフェ,東京都千代田区神田佐久間町１-8-3　秋葉原ワシントンホテル３F,,G005
357,あきみや AKIMIYA,東京都江戸川区船堀１-８-１９,B002,G016
358,Akimoto kitchen アキモトキッチン,東京都港区芝大門２ -２-８境野ビル1F,B005,G006
359,あぐー豚しゃぶと沖縄家庭料理 琉球市場 やちむん,東京都台東区浅草２－6－7　まるごとにっぽん4F,B002,G001
360,ACQUA39,東京都武蔵野市西久保１-3-10CHOUETTE MUSASHINO 1F,B008,G006
361,アクアパッツァ ACQUAPAZZA 青山,東京都港区南青山２-27-18　パサージュ青山2F,B005,G006
362,アクアラウンジ グランシップ,東京都目黒区東山１‐３‐１０　銀河東山ビル１Ｆ,B002,G012
363,アクアリウムダイニングバー 銀座ライム LIME,東京都中央区銀座７－２　銀座コリドー２Ｆ,B008,G006
364,アクアリウムダイニング 新宿 ライム LIME,東京都新宿区新宿３－３６－１０　ミラザ新宿３Ｆ,B003,G002
365,Ryuduki リュウヅキ 錦糸町,東京都墨田区江東橋４－２５－５　ＳＵＺＵＫＩ　ＢＬＤ　６Ｆ,B008,G002
366,AQUA RESTAURANT&BAR LUXIS ラグシス,東京都渋谷区恵比寿西１‐７‐３ ZAIN恵比寿 Ｂ１F,B008,G002
367,ACC!DENT アクシデント,東京都足立区中川４-2-17-1F,B002,G012
368,AKUBI,東京都渋谷区猿楽町2-13 F93　Daikanyama,B004,G007
369,AgrabaR,東京都台東区上野６丁目9－11 三真ビル 3階,B004,G012
370,大井町 あげあげ,東京都品川区東大井６‐２‐２４　ＭＭビル１０２,B001,G001
371,揚げ太郎 高田馬場店,東京都新宿区高田馬場３-4-13 日鉄ビル 1F,B011,G004
372,Akete Jamming,東京都世田谷区船橋１-11-10,B008,G002
373,揚げ処 まさ竜,東京都小金井市本町５-36-15,B008,G001
374,日本そば あけの蕎,東京都品川区東中延２‐６‐１８,B001,G004
375,曙町場内酒場,東京都立川市曙町１-３２-６,B002,G001
376,曙橋 かず,東京都新宿区荒木町16エスペロビル1F,B005,G004
377,揚げ物と酒菜 幸喜,東京都墨田区錦糸３-5-10,B002,G001
378,揚げ物は別腹,東京都千代田区神田佐久間町３-38大陽ビル1F,B002,G001
379,あげもんや,東京都杉並区高円寺南４－２９－９　第三穴吹ビル　Ｂ１,B002,G001
380,Acoustic Folk Bar Players  アコースティックフォークバー プレイヤーズ,東京都豊島区南池袋２-41‐18,B001,G012
381,ナインライヴズ NINE LIVES 向島,東京都墨田区向島２-9-7,B002,G012
382,よござんす 浜松町 大門,東京都港区芝大門１－８ー４,B008,G001
383,朝霞　刀削麺　天王洲店,東京都品川区東品川２-2-20 天王洲オーシャンスクエア 101,B003,G007
384,阿佐ヶ谷 魚たか,東京都杉並区阿佐谷北２-2-5,B008,G001
385,炭火焼酒場 蔵 阿佐ヶ谷,東京都杉並区阿佐谷南１-14-12,B002,G001
386,阿佐ヶ谷20TAPS,東京都杉並区阿佐谷北２-1-8,B003,G002
387,浅草サンボア,東京都台東区浅草１-16-8,B002,G012
388,浅草AQUA TERRACE BBQ&レンタルスペース,東京都台東区駒形２丁目-1-17　駒形タウンハウス5階・屋上,B008,G005
389,浅草 浅一,東京都台東区浅草１-17-8 浅草ビル101,B002,G001
390,江戸もんじゃ ひょうたん,東京都台東区浅草１-37-4,B001,G016
391,浅草 花月堂 雷門店,東京都台東区浅草１-18-11,B001,G014
392,釜飯 串焼き 麻鳥,東京都台東区浅草１‐３１‐２,B008,G004
393,浅草 雷門 三定,東京都台東区浅草１‐２‐２,B001,G004
394,浅草 川松 別館,東京都台東区雷門２－１５－７,B003,G004
395,浅草 川松 本店,東京都台東区浅草１－４－１(雷門通り),B004,G004
396,浅草 魚料理 遠州屋,東京都台東区寿２－２－７　遠州屋,B008,G001
397,月見草 TSUKIMISO 浅草,東京都台東区雷門２‐１１‐８,B005,G006
398,浅草 酒膳一文 別館,東京都台東区浅草３‐３２‐２,B004,G004
399,浅草 酒膳一文 本店,東京都台東区浅草３‐１２‐６,B004,G001
400,浅草 昭和軒,東京都台東区花川戸１‐８‐１３,B003,G008
401,浅草 すし賢,東京都台東区浅草２-11-4,B004,G004
402,浅草 壽司清,東京都台東区浅草１‐９‐８-２Ｆ,B013,G004
403,炭火焼&ワインバル イロリア,東京都台東区浅草１－２３－１,B003,G006
404,浅草 炭火焼会席 蔵,東京都台東区浅草１‐３０‐１０,B005,G004
405,浅草 炭火焼肉 本とさや,東京都台東区西浅草３－１－９,B004,G008
406,浅草 大黒家,東京都台東区浅草１‐３８‐１０ ,B001,G004
407,浅草 たこ丸,東京都台東区浅草２‐3‐24,B001,G001
408,立呑み 洒落者,東京都台東区雷門１-8-9 前嶋ビル1F,B001,G001
409,浅草 チーズタッカルビ 飛豚17,東京都台東区西浅草２-12-8 関戸ビル1F,B003,G017
410,浅草 つる次郎,東京都台東区浅草１-20-8,B002,G016
411,浅草 ときわ食堂,東京都台東区浅草１‐３‐３,B001,G004
412,どぜう飯田屋,東京都台東区西浅草３‐3‐2,B004,G004
413,浅草 赤とんぼ,東京都台東区浅草２-3-16,B001,G001
414,酔花,東京都台東区浅草４－３４－６,B002,G001
415,浅草 弁天山 美家古寿司,東京都台東区浅草２-1-16,B005,G004
416,アサクサ ミハラシ・カフェ ダイニングバー,東京都台東区雷門２-18-9　浅草文化観光センター8F,B001,G002
417,浅草 みよし 本館,東京都台東区西浅草２‐26‐8,B004,G004
418,浅草 麺 酒 韓国料理 まるかん麺,東京都台東区浅草１‐24‐7,B001,G017
419,浅草もんじゃ 豊友,東京都台東区浅草１－９－７　椿ビル２Ｆ,B002,G016
420,浅草 焼や,東京都台東区雷門１-3-7　ペトリュウス浅草雷門1階,B003,G005
421,wine‐kan,東京都台東区浅草１-14-8,B002,G006
422,炙り酒場 縁 yukari 西浅草・田原町店,東京都台東区西浅草１-1-13 カーサ田原町　１F,B003,G001
423,浅草 うな鐵 浅草駅前本店,東京都台東区花川戸１-2-11,B004,G004
424,浅草 うな鐵 国際通り店,東京都台東区浅草１-43-7 ,B004,G004
425,浅草うまいもん あづま,東京都台東区浅草１-32-1,B001,G003
426,浅草 MJ,東京都台東区西浅草２-27-11　富士楼ビル1F,B003,G016
427,浅草おでん 大多福店,東京都台東区千束１－６－２,B008,G004
428,浅草 尾張屋,東京都台東区浅草１‐７‐１,B001,G004
429,浅草海鮮居酒屋 房,東京都台東区浅草２-14-11,B003,G001
430,浅草隠れカラオケバーダイニング 愛絽羽,東京都台東区浅草１-22-8 MORIYA新仲見世ワールドビルB館B1,B008,G002
431,浅草 花月堂,東京都台東区浅草２-7-13,B001,G014
432,浅草割烹 天とよ 神保町店,東京都千代田区神田神保町１-18-1　千石屋ビル102,B003,G001
433,浅草割烹天とよ八丁堀,東京都中央区八丁堀２-20-9  八丁堀FRONT1F,B003,G001
434,甘味処 彩夏,東京都台東区浅草１-32-3,,G014
435,浅草 金ちゃん,東京都台東区浅草２-5-3,B001,G001
436,浅草国際酒場,東京都台東区浅草１-40-6,B002,G001
437,浅草酒場 岡本,東京都台東区浅草１－４０－７,B002,G001
438,浅草茶房,東京都台東区花川戸１-13-9,B011,G014
439,浅草茶寮 Kuwasaru,東京都台東区浅草５-20-3-102,B008,G004
440,ファミリーレストラン 浅草聚楽,東京都台東区浅草１-２３-９,B001,G004
441,浅草笑大酒場,東京都台東区浅草１－１－１６ HK浅草　5階,B001,G001
442,浅草 すし游,東京都台東区西浅草３‐１６‐８,B006,G004
443,浅草すし若 雷門店,東京都台東区浅草１－18－8　大番ビル１・２階,B004,G004
444,浅草スマイルバー&カフェ,東京都墨田区吾妻橋１-16-1,B001,G012
445,浅草製麺所,東京都台東区浅草６-9-4 ,B001,G013
446,浅草たい焼き工房 求楽,東京都台東区西浅草２-3-2,B003,G014
447,浅草貴乃,東京都台東区西浅草２‐２４‐１‐１０１,B005,G004
448,浅草 千代乃屋,東京都台東区浅草１-35-6,B001,G001
449,下町大衆酒場 浅草伝一郎,東京都台東区西浅草１－１－１３　カーサ田原町２０３,B002,G001
450,浅草豆花大王,東京都台東区浅草４-43-4,B010,G014
451,浅草 十和田 すしや通り,東京都台東区浅草１-13-4,B003,G004
452,与ろゐ屋,東京都台東区浅草１－３６－７,B011,G013
453,浅草にゃんにゃんベイビー,東京都台東区浅草１-36-8 ,B010,G014
454,浅草橋 酒肴 肉寿司,東京都台東区浅草橋１丁目２０の１大原第２ビル,B003,G001
455,浅草橋焼餃子,東京都台東区浅草橋１-２８-６　TSビル1F,B001,G001
456,浅草ビール工房,東京都台東区西浅草２-2-2藤代ビル 1F,B003,G012
457,浅草マノス,東京都台東区雷門２－１７－４,B004,G010
458,緑寿司,東京都台東区西浅草２-27-8,B003,G004
459,浅草 もつ焼のんき,東京都台東区雷門２-18-15　丸屋ビル1F,B003,G001
460,浅草もんじゃ お好み焼き ぽんちゃん,東京都台東区浅草２ -22-13,B002,G016
461,浅草もんじゃ 大樹,東京都台東区浅草２-4-10,B002,G016
462,浅草もんじゃ 土蛍 二子玉川店,東京都世田谷区玉川３-9-3 地下1F,B002,G016
463,浅草もんじゃ 土蛍 松陰神社前店,東京都世田谷区若林３‐１５‐３　若林ハイホーム１０３,B002,G016
464,浅草もんじゃ 土蛍 八幡山店,東京都杉並区上高井戸１‐１１‐２　サーフウッド　１０２,B002,G016
465,浅草もんじゃころっけ,東京都台東区浅草１－22－4,B001,G015
466,浅草もんじゃ てっちゃん,東京都台東区浅草２－１３－１１,B002,G016
467,浅草やきとり 鳥じん,東京都台東区浅草１-1-12 浅草地下街,B003,G004
468,浅草弥太郎 新橋店,東京都港区新橋３-13-2 サウスビル1Ｆ,B001,G001
469,ASAKUSA LOCAL BURGER 浅草ローカルバーガー,東京都台東区浅草３-1-3,B011,G015
470,浅草六区酒場,東京都台東区浅草１-39-7,B002,G001
471,ASAGE CAFE-カワドコCAFE & BAR- 浅草蔵前,東京都台東区駒形２-1-5 1階,B003,G014
472,それゆけ!鶏ヤロー! 下北沢店,東京都世田谷区北沢２-14-8 2階,B002,G001
473,ぱいかじ 銀座八丁目店,東京都中央区銀座８－７－５　金春ビル２Ｆ,B003,G001
474,朝起,東京都新宿区西新宿１‐２‐１４,B003,G004
475,浅魂,東京都台東区浅草５-10-14,B002,G001
476,asatte menu アサッテ ムニュ,東京都渋谷区千駄ヶ谷３千駄ヶ谷３－１７－５,B003,G003
